串,string together; conspire; gang up; mix up; bunch,chuàn
华丽,gorgeous; magnificent,huá lì
人性,human nature; humanity,rén xìng
智商,IQ (intelligence quotient),zhì shāng
超越,surpass; exceed; transcend,chāo yuè
思维,(line) of thought; thinking,sī wéi
随意,as one wishes; according to one's wishes,suí yì
忽略,ignore; forget about; neglect,hū lüè
金融,banking finance; financial,jīn róng
依赖,depend on; be dependent on,yī lài
漫画,comics; manga,màn huà
年度,"year (e.g. school year, fiscal year, etc.); annual",nián dù
憋,hold in (urine); hold (breath); choke,biē
灿烂,to glitter; brilliant; splendid,càn làn
幼稚,childish; naïve; immature,yòu zhì
规划,plan; program; project,guī huà
防止,prevent; protect; guard against; avoid,fáng zhǐ
拨,to dial; move with a hand/foot; stir; poke; allocate (money),bō
欺骗,deceive; to cheat; to dupe,qī piàn
角落,corner; nook,jiǎo luò
内涵,connotation,nèi hán
提示,to prompt; to present; to point out; to draw attention to sth; hint; brief; cue,tí shì
生存,exist; survive,shēng cún
社区,community,shè qū
群众,the masses; multitude,qún zhòng
机遇,opportunity; stroke of good luck; favorable circumstance,jī yù
意味着,signify; to mean; imply,yì wèi zhe
饮食,food and drink; diet,yǐn shí
品质,quality; character,pǐn zhì
刺,thorn; to sting; to prick; pierce; stab,cì
平凡,commonplace; ordinary,píng fán
吊,hang; suspend,diào
迷人,charming; enchanting; cute,mí rén
天生,innate; inherent; natural,tiān shēng
集团,group; bloc; circle; clique,jí tuán
尴尬,awkward; embarrassed,gāng à
婴儿,baby infant,yīng ér
残忍,brutal; bloody; merciless,cán rěn
同志,comrade; gay (slang),tóng zhì
遥远,distant; remote,yáo yuǎn
能量,energy; capabilities,néng liàng
款式,pattern; design; style,kuǎn shì
来源,source; originate,lái yuán
功效,efficiency; effectiveness,gōng xiào
任性,willful; headstrong,rèn xìng
抛弃,discard; abandon; dump (sb),pāo qì
捧,hold or carry with both hands facing up,pěng
患者,sufferer; patient; the sick,huàn zhě
钙,calcium,gài
铺,bed; store | to spread; to lay,pù | pū
神经,nerve,shén jīng
顿时,immediately; suddenly,dùn shí
人间,man's world; the world,rén jiān
计较,focus excessively on; haggle; bicker; argue,jì jiào
中央,central; middle; center,zhōng yāng
兜,pocket; bag; wrap up (in a piece of cloth); move around (in a circle); canvass (solicit); take responsibility,dōu
执行,implementation; carry out; execute,zhí xíng
成本,"cost (manufacturing, production, etc.)",chéng běn
十足,full of; complete; 100 percent,shí zú
珍贵,precious,zhēn guì
支撑,support; prop up; crutch; brace,zhī chēng
福利,material benefits; welfare; well-being,fú lì
打击,to strike; to hit; to attack,dǎ jī
坚定,firm; staunch; resolute,jiān dìng
新娘,bride,xīn niáng
犬,dog (Kangxi radical 94),quǎn
消除,eliminate; remove; clear up (abstract things）,xiāo chú
乐趣,delight; pleasure; joy; fun,lè qù
童话,fairy tale,tóng huà
疾病,disease; illness; sickness; ailment,jí bìng
信仰,firm belief; faith; believe in (a religion),xìn yǎng
不止,incessantly; more than,bù zhǐ
拼命,risk one's life; desperately; with all one's might,pīn mìng
活力,energy; vitality; vigor,huó lì
感慨,lament; with a tinge of emotion or regret,gǎn kǎi
类似,similar; analogous,lèi sì
恐惧,fear; dread; phobia,kǒng jù
包装,to pack; package; make up,bāo zhuāng
产业,industry; estate; property,chǎn yè
滋润,quenched; moist,zī rùn
生物,organism; living creature; life form,shēng wù
起码,at the minimum; at the very least,qǐ mǎ
清洁,clean; unpolluted; purity,qīng jié
基金,fund; endowment,jī jīn
精华,elite; best feature; most important part of an object; essence; quintessence,jīng huá
喉咙,throat; larynx,hóu lóng
指甲,fingernail,zhǐ jia
过度,excessive; exceeding; lavishly,guò dù
圆满,satisfactory,yuán mǎn
舞蹈,a dance,wǔ dǎo
本事,ability; skill; capability; (-shì: this matter; literary source),běn shi
暧昧,ambiguous; shady,ài mèi
盛,contain; to ladle; to fill | flourishing; grand; abundant,chéng | shèng
翘,stick up; bend upwards,qiào
盯,to stare; to gaze,dīng
赠送,give as a present,zèng sòng
期望,hope; expectation,qī wàng
哭泣,weep; cry; sob,kū qì
展示,open up; reveal; to display,zhǎn shì
依靠,rely on; depend on,yī kào
真理,truth,zhēn lǐ
往事,the past events; former happenings,wǎng shì
翼,wings; fins on fish; shelter,yì
统计,statistics; to tally; to add up,tǒng jì
腐败,corruption; corrupt; rotten,fǔ bài
发觉,discover; detect,fā jué
啃,gnaw; nibble; bite,kěn
掏,fish out (from pocket),tāo
眼光,vision,yǎn guāng
外表,outward appearance; external; outside,wài biǎo
革命,revolution; revolutionary (politics); cause great social change; rise in revolt; take part in revolution,gé mìng
疲惫,beaten; exhausted; tired,pí bèi
潇洒,free and easy,xiāo sǎ
演绎,deduction; to deduce; to infer,yǎn yì
保障,ensure; to guarantee; protect,bǎo zhàng
充实,substantial; rich; enrich; substantiate,chōng shí
滋味,taste; flavor; the way one feels,zī wèi
哄,fool; coax; to amuse (a child),hǒng
意识,realize; consciousness; awareness; sense,yì shi
呈现,appear; emerge; present (a certain appearance),chéng xiàn
发呆,stare blankly; daze off,fā dāi
终究,in the end; after all is said and done; eventually,zhōng jiū
铜,copper,tóng
战斗,to fight; to battle; to struggle,zhàn dòu
透露,divulge; to reveal; leak out,tòu lù
代价,price; cost; expense,dài jià
面子,honor; reputation; prestige; face,miàn zi
贼,thief,zéi
井,a well,jǐng
暴力,violence; (use) force,bào lì
保养,take good care of (or conserve) one's health; keep in good repair,bǎo yǎng
莫名其妙,odd; baffling; unaccountable,mò míng qí miào
沉重,heavy; hard; serious,chén zhòng
爆炸,explode; explosion; blow up,bào zhà
过于,too much; excessively,guò yú
细胞,cell (biology),xì bāo
技巧,skill; technique,jì qiǎo
流氓,rogue; hooligan; gangster,liú máng
尊严,dignity; sanctity; honor,zūn yán
考验,put to the test; trial,kǎo yàn
媳妇,daughter-in-law; son's wife,xí fù
并非,really isn't,bìng fēi
衰老,grow old; age; deteriorate,shuāi lǎo
人格,personality; moral integrity; character,réng é
遭遇,befall; suffer; encounter,zāo yù
周边,surrounding,zhōu biān
即便,even if; even though,jí biàn
强迫,compel; to force,qiǎng pò
斑,variety; speckled; spot; colored patch; stripe,bān
挨,get close to; in sequence,āi
番,(mw for acts or deeds); foreign,fān
虚伪,false; hypocritical; artificial; sham,xū wěi
图案,design; pattern,tú àn
吉祥,lucky,jí xiáng
元素,element; element of a set; chemical element,yuán sù
背叛,betray; forsake,bèi pàn
崇拜,worship; adore,chóng bài
膝盖,knee,xī gài
横,horizontal; across; (horizontal character stroke),héng
挣扎,to struggle,zhēng zhá
流浪,drift about; wander,liú làng
维持,maintain; preserve,wéi chí
向往,yearn for; look forward to,xiàng wǎng
艰难,difficult; arduous,jiān nán
验证,inspect and verify,yàn zhèng
搓,rub or roll between the hands or fingers; to twist,cuō
完毕,finish; end; complete,wán bì
忍受,to bear; endure; tolerate,rěn shòu
战略,strategy,zhàn lüè
拜托,ask a favor; request; please!,bài tuō
理智,reason; intellect; rational,lǐ zhì
设置,set up; install; to fit,shè zhì
装备,equipment; to equip; to outfit,zhuāng bèi
成交,complete a contract; clinch a deal; to seal,chéng jiāo
踏实,practical; down-to-earth; realistic; feel at ease; steadfast,tā shi
实施,to implement; put into effect; carry out,shí shī
统统,totally; completely,tǒng tǒng
牺牲,"sacrifice (one's life, etc.)",xī shēng
淋,to drain; to drip; drench,lín
良心,conscience,liáng xīn
皱纹,wrinkle; furrow,zhòu wén
打包,get a doggy bag (at a restaurant); pack up,dǎ bāo
偏偏,unexpectedly; contrary to expectations,piān piān
仪式,ceremony,yí shì
垫,cushion; to pad; pay for somebody and expect to be repaid,diàn
天才,talent; gift; a genius; talented,tiān cái
联想,to associate (cognitively); to make an associative connection; mental association; word prediction and auto-complete functions of input method editing programs; abbr. for 联想集团 Lenovo Group (PRC computer firm),lián xiǎng
主办,to host (a conference or sports event),zhǔ bàn
成员,member,chéng yuán
挫折,setback; defeat; frustration,cuò zhé
队伍,ranks; troops,duì wu
亲密,intimate; close; familiarity,qīn mì
带领,to guide; to lead,dài lǐng
乘,to ride; to mount; make use of; multiply,chéng
州,province; sub-prefecture; (United States) state,zhōu
清晨,early morning,qīng chén
诞生,be born; come into being,dàn shēng
民间,among the people; popular; folk,mín jiān
主流,main stream (of a river); the essential point,zhǔ liú
资本,(Economics) capital; asset,zī běn
纯洁,pure; unadulterated; cleanse,chún jié
守护,guard; defend; protect,shǒu hù
无知,ignorance,wú zhī
通用,in common use; interchangeable; General Motors,tōng yòng
主义,-ism; ideology,zhǔ yì
典型,typical case; model,diǎn xíng
丸,pill; pellet,wán
枕头,pillow,zhěn tou
把手,knob; handle; grip,bǎ shou
麻痹,paralysis; palsy; numbness,má bì
揍,(informal) beat; hit; (regional) smash; break,zòu
要命,cause somebody's death; very; extremely; frighteningly; annoyance,yào mìng
创作,create; to produce; creative work,chuàng zuò
节奏,rhythm; cadence; tempo,jié zòu
漫长,very long; endless,màn cháng
情节,plot; circumstances,qíng jié
罐,can; jar; pot; pitcher; jug,guàn
残酷,cruel,cán kù
炫耀,to show off; flaunt,xuàn yào
混合,to mix; to blend,hùn hé
维护,defend; to safeguard; defense; maintain,wéi hù
喜悦,happy; joyous,xǐ yuè
目光,sight; vision; view,mù guāng
陷入,sink into; get caught up in; land in (a predicament),xiàn rù
感染,infection; infect; influence,gǎn rǎn
奢侈,luxury; sumptuous; extravagant,shē chǐ
扛,to carry on one's shoulder,káng
忍耐,show restraint; endure; exercise patience,rěn nài
固执,persistent; stubborn,gù zhí
无耻,without any sense of shame; shameless; audaciousness,wú chǐ
症状,symptom (of an illness),zhèng zhuàng
压抑,constrain or repress one's emotions; inhibition; repressive,yā yì
扒,dig up; pull down; take off,bā
场面,scene; occasion,chǎng miàn
嘲笑,jeer; mock; scoff,cháo xiào
信念,faith; belief; conviction,xìn niàn
祖国,homeland; motherland; fatherland,zǔ guó
纯粹,purely; pure,chún cuì
修复,restoration; repair,xiū fù
栋,roof beam; (mw for buildings),dòng
释放,release; set free; liberate (a prisoner),shì fàng
截止,end; close; stop; expiration,jié zhǐ
弹性,flexibility; elasticity,tán xìng
可恶,hateful; abominable; repulsive,kě wù
忧郁,melancholy; dejected,yōu yù
搅拌,stir; mix up,jiǎo bàn
空虚,hollow; emptiness; meaningless,kōng xū
混乱,confusion; chaotic,hùn luàn
书记,secretary; clerk,shū ji
砖,brick,zhuān
发行,publish; to issue; distribute,fā xíng
奔波,rush about; be busy running about,bēn bō
监督,control; monitor; supervise; inspect,jiān dū
解放,liberate,jiě fàng
迈,to step; stride,mài
不可思议,unimaginable; inconceivable,bù kě sī yì
痕迹,vestige; trace,hén jì
珍珠,pearl,zhēn zhū
倾听,listen attentively; heed (other people's opinions),qīng tīng
自卑,feel inferior; be self-abased,zì bēi
优先,priority; preferential,yōu xiān
不妨,there is no harm in; might as well,bù fáng
浑身,entire body; from head to foot,hún shēn
居民,resident; inhabitant,jū mín
钻石,diamond,zuàn shí
指标,target; norm; index; indicator,zhǐ biāo
是非,right and wrong; truth and fiction; quarrel,shì fēi
鉴定,appraise; identify; evaluate,jiàn dìng
武器,weapon; arms,wǔ qì
气象,meteorology; atmosphere; phenomenon,qì xiàng
辐射,radiation,fú shè
预期,expect; expected; anticipate,yù qī
愚蠢,silly; stupid,yú chǔn
模样,appearance; form; approximation,mú yàng
动手,get to work; to touch; strike a blow,dòng shǒu
打架,to fight; scuffle; to come to blows,dǎ jià
运行,movement; be in motion; run,yùn xíng
异常,exceptional; abnormal,yì cháng
前提,premise; precondition,qián tí
蹦,jump; bounce; hop,bèng
辉煌,splendid; glorious,huī huáng
勉强,reluctantly; grudgingly; force sb. to do sth.,miǎn qiǎng
伴侣,companion; partner; mate,bàn lǚ
部位,position; place,bù wèi
嘴唇,lip,zuǐ chún
将军,a general (military officer),jiāng jūn
征服,conquer; subdue,zhēng fú
负担,to (bear a) burden; carry; a load,fù dān
资产,property; assets,zī chǎn
酒精,alcohol; ethanol,jiǔ jīng
美妙,beautiful (when describing a work of art); wonderful; splendid,měi miào
舌头,tongue,shé tou
延续,continue; last longer,yán xù
指望,hope for; count on; hope,zhǐ wàng
揉,knead; to massage; to rub,róu
实惠,substantial material benefit; advantageous (deal),shí huì
拽,drag; haul,zhuài
掐,pick (flowers); pinch; clutch,qiā
旋律,melody; tune; rhythm,xuán lǜ
正宗,"authentic, orthodox; old school",zhèng zōng
垄断,monopoly,lǒng duàn
调节,adjust; regulate; reconcile,tiáo jié
着手,put one's hand to; commence,zhuó shǒu
束,"to tie; to bind; restrain; (mw for bunches, bundles, bouquets, etc.)",shù
愈,recover; heal; the more ... the more,yù
区域,area; region; district,qū yù
开展,begin to develop; to launch,kāi zhǎn
终点,the end; end point; destination; finish line (in a race),zhōng diǎn
孔,hole,kǒng
卡通,cartoon,kǎ tōng
蛋白质,protein,dàn bái zhì
宰,slaughter; butcher; govern; rule; imperial official in dynastic China,zǎi
放大,enlarge; amplify,fàng dà
掩饰,conceal a fault; gloss over,yǎn shì
夫妇,married couple; husband and wife,fū fù
投诉,make a complaint; appeal to a court,tóu sù
橙,"orange (color); orange (fruit, tree)",chéng
摊,to spread out; vendor's stand; booth; fry; (mw for puddles),tān
障碍,barrier; obstacle,zhàng ài
晃,to sway; to shake,huàng
无辜,innocent,wú gū
皇帝,emperor,huáng dì
攻击,to attack; accuse; to charge,gōng jī
麻木,numb,má mù
注重,pay attention; emphasize; put stress on,zhù zhòng
导航,navigation,dǎo háng
摆脱,break away; free oneself from; cast off,bǎi tuō
魔鬼,devil; demon; monster,mó guǐ
奉献,consecrate; dedicate; devote,fèng xiàn
从容,leisurely; calm,cóng róng
消耗,use up; consume,xiāo hào
劈,split in two; to divide,pī
沉淀,to precipitate (solid sediment out of a solution); to settle,chén diàn
惊讶,surprised; astonished; astound,jīng yà
繁华,flourishing; bustling; prosperous,fán huá
协会,an association; a society,xié huì
不愧,be worthy of; deserve to be called; prove oneself to be,bú kuì
堕落,morally degenerate; become depraved,duò luò
暴露,expose; reveal; lay bare,bào lù
试图,to try; to attempt,shì tú
忠诚,honest; loyalty; devoted,zhōng chéng
证实,confirm; verify,zhèng shí
一如既往,just as in the past (idiom); as before; continuing as always,yì rú jì wǎng
极限,limit; extreme boundary,jí xiàn
过瘾,satisfy a craving; get a kick out of sth; do to one's heart's content,guò yǐn
关怀,care; solicitude; show care for; concerned about; attentive to,guān huái
光荣,glory; honor,guāng róng
定义,definition,dìng yì
逢,to meet; come upon,féng
容忍,put up with; tolerate; condone,róng rěn
回顾,look back; to review,huí gù
报警,report (an incident) to the police,bào jǐng
奔驰,run quickly; speed; Mercedes-Benz (German vehicle manufacturer),bēn chí
消灭,eliminate; perish; wipe out,xiāo miè
达成,to reach (an agreement); achieve,dá chéng
正义,justice; righteous,zhèng yì
舔,to lick,tiǎn
特意,specially for; with the special intention of,tè yì
反思,think back over something that happened; to reflect; introspection,fǎn sī
行政,administration; administrative,xíng zhèng
别墅,villa,bié shù
茫茫,boundless; vast and obscure,máng máng
割,to cut (apart/off),gē
妥协,to compromise; reach terms,tuǒ xié
盲目,blindness; aimless,máng mù
散发,distribute; emit,sàn fā
丢人,lose face; be disgraced,diū rén
泡沫,foam; (soap bubble); (economic) bubble,pào mò
差别,difference; disparity,chā bié
奇妙,wonderful; fantastic,qí miào
访问,to visit; call on; to interview,fǎng wèn
体系,system; setup,tǐ xì
选举,elect; election,xuǎn jǔ
慈善,philanthropic; benevolent; charitable,cí shàn
溜,slip away; to skate; to glide,liū
货币,currency; money,huò bì
转移,to shift; divert; migrate,zhuǎn yí
夫人,lady; madam; Mrs.; wife,fū rén
团结,unite; hold a rally; join forces,tuán jié
现状,current situation; status quo,xiàn zhuàng
惩罚,penalty; punishment; to punish; to penalize,chéng fá
姿态,attitude; posture; stance,zī tài
清理,cleanup; put in order; check up,qīng lǐ
扁,flat,biǎn
时常,time and again; often; frequently,shí cháng
足以,sufficient to ...; so much so that; sufficiently,zú yǐ
体谅,empathize; express sympathy; allow (for something),tǐ liàng
分裂,split up; to divide; separate,fēn liè
种子,seed,zhǒng zi
立体,solid; three dimensional,lì tǐ
坠,fall; drop,zhuì
纤维,fiber,xiān wéi
联盟,alliance; union; coalition,lián méng
品尝,try; taste a small amount; to sample,pǐn cháng
霸道,"overbearing; despotic hegemony; rule by force; (of liquor, medicine, etc.) strong",bà dào
沐浴,take a bath; revel; immerse,mù yù
极端,extreme,jí duān
就业,employment; getting a job,jiù yè
选手,athlete; contestant; player,xuǎn shǒu
之际,during; at the time of; the time when something happens,zhī jì
场合,occasion; situation,chǎng hé
懒惰,lazy; idle,lǎn duò
冲突,conflict; clash,chōng tū
激励,urge; encourage; motivation,jī lì
风光,a natural scenic view; sight,fēng guāng
报复,retaliate; revenge,bào fu
得罪,offend; a faux pas,dé zuì
策划,plot; scheme; bring about,cè huà
看待,look upon; regard,kàn dài
徘徊,pace back and forth; hesitate; waver,pái huái
发财,get rich,fā cái
以往,in the past; formerly,yǐ wǎng
动态,development; trend; dynamic state,dòng tài
石油,oil; petroleum,shí yóu
犹如,just as; similar to; appearing to be,yóu rú
筛选,to filter; to sift,shāi xuǎn
协议,agreement; pact; protocol,xié yì
伴随,accompany; go with; follow,bàn suí
厌恶,loathe; to hate; detest,yàn wù
任意,arbitrarily; at will; at random,rèn yì
浸泡,to soak,jìn pào
公告,post; announcement,gōng gào
清除,eliminate; get rid of,qīng chú
焦点,focus; focal point,jiāo diǎn
失踪,be missing; be unaccounted for,shī zōng
枝,"branch; twig; (mw for sticks, rods, pencils)",zhī
基地,base (of operations),jī dì
掰,break with both hands,bāi
君子,gentleman; man of noble character,jūn zǐ
季度,(financial) quarter; period of three months,jì dù
一向,all along; the whole time; constantly; always,yí xiàng
抵制,resistance; refusal (to cooperate); boycott,dǐ zhì
采购,make purchases for an organization; go shopping,cǎi gòu
股份,a share (in a company) stock,gǔ fèn
抗议,to protest; protest,kàng yì
案件,legal case; judicial case,àn jiàn
隔离,insulate; separate; isolate,gé lí
魔术,magic,mó shù
馋,gluttonous; greedy,chán
拜访,pay a visit; call on,bài fǎng
高峰,peak; summit; apex,gāo fēng
级别,rank; level; grade,jí bié
活该,serve sb. right; deservedly; ought,huó gāi
家属,family member; a dependent,jiā shǔ
覆盖,to cover,fù gài
品种,breed; variety,pǐn zhǒng
潜力,potential; capacity,qián lì
探索,explore; quest,tàn suǒ
渠道,irrigation ditch; medium or channel of communication,qú dào
弥补,make up for a deficiency; remedy; offset,mí bǔ
拾,pick up; ten (banker's anti-fraud numeral),shí
误解,misunderstand; misread,wù jiě
玩意儿,thing; toy; gadget,wán yì r
欣慰,be gratified; satisfied,xīn wèi
旋转,to whirl; to spin; rotate,xuán zhuǎn
温和,moderate; warm; (-huo: lukewarm),wēn hé
热门,in demand; popular; in vogue,rè mén
清澈,clear; limpid,qīng chè
农历,agricultural calendar; lunar calendar,nóng lì
认定,maintain (that sth. is true); firmly believe,rèn dìng
财务,financial affairs,cái wù
毁灭,perish; ruin; destroy,huǐ miè
高潮,high tide; upsurge; climax; chorus (of a song),gāo cháo
夕阳,setting sun,xī yáng
彩票,lottery; lottery ticket,cǎi piào
领袖,leader,lǐng xiù
层次,level; rank order; standing; layer,céng cì
持久,duration; enduring; lasting; persistent,chí jiǔ
保重,take care (of oneself),bǎo zhòng
发誓,to vow; to pledge; swear,fā shì
呼吁,call on (someone to do something); appeal,hū yù
航空,aviation,háng kōng
适宜,suitable for; appropriate for,shì yí
涉及,involve; relate to; to touch upon (a topic),shè jí
涂抹,scribble; smear; doodle,tú mǒ
认可,approve; accept; ratify,rèn kě
机械,machine; mechanical,jī xiè
代理,acting (temporarily filling a position); agent,dài lǐ
立场,position; standpoint,lì chǎng
正经,decent; serious; standard; really,zhèng jing
精心,with utmost care; meticulous; detailed,jīng xīn
摇滚,rock and roll,yáo gǔn
融化,melt; thaw; dissolve; blend into,róng huà
挥霍,squander money without restraint; squander,huī huò
言论,expression of (political) opinion; speech,yán lùn
