水,water,shuǐ,[sound:水.mp3]
中国,China,zhōng guó,[sound:中国.mp3]
明天,tomorrow,míng tiān,[sound:明天.mp3]
朋友,friend,péng you,[sound:朋友.mp3]
东西,things; stuff,dōng xi,[sound:东西.mp3]
听,listen; hear,tīng,[sound:听.mp3]
开,to open; to start; to operate (a vehicle),kāi,[sound:开.mp3]
几,how many; several; a few,jǐ,[sound:几.mp3]
喝,to drink,hē,[sound:喝.mp3]
回,to return; to reply; to go back,huí,[sound:回.mp3]
钱,money; coin,qián,[sound:钱.mp3]
号,number; day of a month,hào,[sound:号.mp3]
岁,years old; age,suì,[sound:岁.mp3]
谢谢,thank you,xiè xie,[sound:谢谢.mp3]
冷,cold,lěng,[sound:冷.mp3]
工作,work; a job,gōng zuò,[sound:工作.mp3]
写,to write; to compose,xiě,[sound:写.mp3]
住,to live; reside; to stop,zhù,[sound:住.mp3]
睡觉,to sleep; go to bed,shuì jiào,[sound:睡觉.mp3]
少,few; little,shǎo,[sound:少.mp3]
狗,dog,gǒu,[sound:狗.mp3]
本,measure word for books,běn,[sound:本.mp3]
电影,movie; film,diàn yǐng,[sound:电影.mp3]
妈妈,mom; mum,mā ma,[sound:妈妈.mp3]
多少,how much?; how many?,duō shao,[sound:多少.mp3]
哪,which; how,nǎ,[sound:哪.mp3]
坐,sit,zuò,[sound:坐.mp3]
分钟,minute; (measure word for time),fēn zhōng,[sound:分钟.mp3]
老师,teacher,lǎo shī,[sound:老师.mp3]
昨天,yesterday,zuó tiān,[sound:昨天.mp3]
字,letter; character,zì,[sound:字.mp3]
下午,afternoon,xià wǔ,[sound:下午.mp3]
北京,Beijing,běi jīng,[sound:北京.mp3]
猫,cat,māo,[sound:猫.mp3]
块,lump; piece; sum of money,kuài,[sound:块.mp3]
学习,learn; to study,xué xí,[sound:学习.mp3]
热,heat; hot,rè,[sound:热.mp3]
电脑,computer,diàn nǎo,[sound:电脑.mp3]
漂亮,pretty; beautiful,piào liang,[sound:漂亮.mp3]
同学,fellow student; schoolmate,tóng xué,[sound:同学.mp3]
书,book; letter,shū,[sound:书.mp3]
学校,school,xué xiào,[sound:学校.mp3]
天气,weather,tiān qì,[sound:天气.mp3]
爸爸,Dad,bà ba,[sound:爸爸.mp3]
菜,dish (type of food); vegetables,cài,[sound:菜.mp3]
认识,recognize; know (a person),rèn shi,[sound:认识.mp3]
苹果,apple,píng guǒ,[sound:苹果.mp3]
看见,see; catch sight of,kàn jiàn,[sound:看见.mp3]
些,some; few; several,xiē,[sound:些.mp3]
名字,name,míng zi,[sound:名字.mp3]
茶,tea,chá,[sound:茶.mp3]
读,to read; to study,dú,[sound:读.mp3]
学生,student,xué sheng,[sound:学生.mp3]
中午,noon; midday,zhōng wǔ,[sound:中午.mp3]
儿子,son,ér zi,[sound:儿子.mp3]
喂,hello (on the phone),wèi,[sound:喂.mp3]
对不起,sorry,duì bu qǐ,[sound:对不起.mp3]
电视,television; TV,diàn shì,[sound:电视.mp3]
打电话,make a phone call,dǎ diàn huà,[sound:打电话.mp3]
后面,back; behind,hòu mian,[sound:后面.mp3]
高兴,happy; glad,gāo xìng,[sound:高兴.mp3]
女儿,daughter,nǚ ér,[sound:女儿.mp3]
医院,hospital,yī yuàn,[sound:医院.mp3]
水果,fruit,shuǐ guǒ,[sound:水果.mp3]
星期,week,xīng qī,[sound:星期.mp3]
怎么样,how about?; how is/was it?,zěn me yàng,[sound:怎么样.mp3]
上午,late morning (before noon),shàng wǔ,[sound:上午.mp3]
下雨,to rain,xià yǔ,[sound:下雨.mp3]
再见,goodbye; see you later,zài jiàn,[sound:再见.mp3]
医生,doctor,yī shēng,[sound:医生.mp3]
前面,in front,qián miàn,[sound:前面.mp3]
先生,Mr.; Sir,xiān sheng,[sound:先生.mp3]
飞机,airplane,fēi jī,[sound:飞机.mp3]
小姐,young lady; miss; Ms.,xiǎo jie,[sound:小姐.mp3]
哪儿,where? (Beijing accent),nǎ r,[sound:哪儿.mp3]
没关系,it doesn't matter; never mind,méi guān xi,[sound:没关系.mp3]
杯子,cup; glass,bēi zi,[sound:杯子.mp3]
桌子,table; desk,zhuō zi,[sound:桌子.mp3]
汉语,Chinese language,hàn yǔ,[sound:汉语.mp3]
米饭,(cooked) rice,mǐ fàn,[sound:米饭.mp3]
椅子,chair,yǐ zi,[sound:椅子.mp3]
出租车,taxi; cab,chū zū chē,[sound:出租车.mp3]
商店,shop; store,shāng diàn,[sound:商店.mp3]
饭店,restaurant; hotel,fàn diàn,[sound:饭店.mp3]
一点儿,a bit; a few,yì diǎn r,[sound:一点儿.mp3]
不客气,you're welcome; don't be polite,bú kè qi,[sound:不客气.mp3]
八,eight,bā,[sound:八.mp3]
点,a dot; a little; o'clock,diǎn,[sound:点.mp3]
多,many,duō,[sound:多.mp3]
二,two,èr,[sound:二.mp3]
九,nine,jiǔ,[sound:九.mp3]
六,six,liù,[sound:六.mp3]
七,seven,qī,[sound:七.mp3]
三,three,sān,[sound:三.mp3]
十,ten,shí,[sound:十.mp3]
四,four,sì,[sound:四.mp3]
五,five,wǔ,[sound:五.mp3]
一,one; once; a,yī,[sound:一.mp3]
衣服,clothes,yī fu,[sound:衣服.mp3]
