不但,not only,bú dàn
感兴趣,be interested in,gǎn xìng qù
北方,north; the northern part of the country,běi fāng
客人,guest; customer,kè rén
刷牙,brush one's teeth,shuā yá
地图,map,dì tú
邻居,neighbor,lín jū
街道,street,jiē dào
瓶子,bottle,píng zi
一共,altogether; in total,yí gòng
请假,to ask for time off,qǐng jià
公斤,kilogram,gōng jīn
打扫,to clean; to sweep,dǎ sǎo
皮鞋,leather shoes,pí xié
渴,thirsty,kě
起飞,take off (in an airplane); liftoff,qǐ fēi
有名,famous; well-known,yǒu míng
句子,sentence,jù zi
爬山,mountain climbing,pá shān
护照,passport,hù zhào
盘子,plate; dish; tray,pán zi
黑板,blackboard,hēi bǎn
黄河,Yellow River,huáng hé
菜单,menu,cài dān
洗手间,toilet; lavatory; washroom,xǐ shǒu jiān
个子,height; stature; build,gè zi
行李箱,trunk; suitcase,xíng lǐ xiāng
年级,grade; year (in school),nián jí
照相机,camera,zhào xiàng jī
刮风,windy; to blow (wind),guā fēng
词典,dictionary,cí diǎn
电子邮件,email,diàn zǐ yóu jiàn
超市,supermarket,chāo shì
担心,to worry; feel anxious,dān xīn
发烧,have a fever,fā shāo
万,ten thousand,wàn
周末,weekend,zhōu mò
